post_id	post_name	status	price_from	price_to
18193	18125-revision-v1	inherit	1833	5463
18194	18125-revision-v1	inherit	1833	5463
18195	18125-revision-v1	inherit	1833	5463
18196	18125-revision-v1	inherit	1833	5463
18197	18125-revision-v1	inherit	1833	5463
18198	18125-revision-v1	inherit	1833	5463
18199	18125-revision-v1	inherit	1833	5463
18200	18125-revision-v1	inherit	1833	5463
18201	18125-revision-v1	inherit	1833	5463
18202	18125-revision-v1	inherit	1833	5463
18203	18125-revision-v1	inherit	1833	5463
18205	18125-revision-v1	inherit	1833	5463
18218	3174-revision-v1	inherit	3117	7039
18224	3174-revision-v1	inherit	3117	7039
18256	3174-revision-v1	inherit	3117	7039
18259	3174-revision-v1	inherit	3117	7039
18261	3174-revision-v1	inherit	3117	7039
18263	3174-revision-v1	inherit	3117	7039
18288	18125-revision-v1	inherit	1833	5463
18289	6998-revision-v1	inherit	6022	15542
18290	9082-revision-v1	inherit	4300	9496
18291	2818-revision-v1	inherit	3608	9240
18292	3186-revision-v1	inherit	3718	8182
18293	4067-revision-v1	inherit	3608	8148
18294	9998-revision-v1	inherit	3635	9811
18295	4771-revision-v1	inherit	2452	5576
18296	3155-revision-v1	inherit	3202	7225
18297	3174-revision-v1	inherit	3117	7039
18298	4435-revision-v1	inherit	3244	8766
18308	3186-revision-v1	inherit	3718	8182
18345	18125-revision-v1	inherit	1833	5463
18411	3524-revision-v1	inherit	3221	7429
18420	18125-revision-v1	inherit	1833	5463
18421	18125-revision-v1	inherit	1833	5463
18422	18125-revision-v1	inherit	1833	5463
18423	18125-revision-v1	inherit	1833	5463
18424	18125-revision-v1	inherit	1833	5463
18425	18125-revision-v1	inherit	1833	5463
18453	3155-revision-v1	inherit	3202	7225
18454	9082-revision-v1	inherit	4300	9496
18456	18125-revision-v1	inherit	1833	5463
18457	18125-revision-v1	inherit	1833	5463
18458	18125-revision-v1	inherit	1833	5463
18460	18125-revision-v1	inherit	1833	5463
18461	18125-autosave-v1	inherit	1833	5463
18462	9082-revision-v1	inherit	4300	9496
18464	3155-revision-v1	inherit	3202	7225
18452	3155-autosave-v1	inherit	3202	7225
18465	3322-revision-v1	inherit	2702	5658
18467	16699-revision-v1	inherit	5142	10258
18468	2782-revision-v1	inherit	3456	10995
18469	6998-revision-v1	inherit	6022	15542
18470	2818-revision-v1	inherit	3608	9240
18471	4067-revision-v1	inherit	3608	8148
18472	2894-revision-v1	inherit	2439	6691
18473	3524-revision-v1	inherit	3221	7429
18474	3174-revision-v1	inherit	3117	7039
18475	4435-revision-v1	inherit	3244	8766
18476	2782-revision-v1	inherit	3456	10995
18477	2782-autosave-v1	inherit	3456	10995
18478	4473-revision-v1	inherit	5445	10285
18479	4473-autosave-v1	inherit	5445	10285
18597	18125-revision-v1	inherit	1833	5463
18598	18125-revision-v1	inherit	1833	5463
18599	18125-revision-v1	inherit	1833	5463
18600	3155-revision-v1	inherit	3202	7225
18612	3155-revision-v1	inherit	3202	7225
18621	18125-revision-v1	inherit	1833	5463
18622	16699-revision-v1	inherit	5142	10258
18623	10920-revision-v1	inherit	2032	4183
18624	4771-revision-v1	inherit	2452	5576
18625	4067-revision-v1	inherit	3608	8148
18626	3155-revision-v1	inherit	3202	7225
